id,director,top_5_cast
278316,Spike Lee,"['Felicia Pearson', 'Zaraah Abrahams', 'Elvis Nolasco', 'Steven Hauck', 'Stephen Tyrone Williams']"
1412,Steven Soderbergh,"['Andie MacDowell', 'Peter Gallagher', 'James Spader', 'Laura San Giacomo', 'Ron Vawter']"
176,James Wan,"['Cary Elwes', 'Danny Glover', 'Monica Potter', 'Michael Emerson', 'Ken Leung']"
39939,Jay Chandrasekhar,"['Jay Chandrasekhar', 'Steve Lemme', 'Kevin Heffernan', 'Paul Soter', 'Geoffrey Arend']"
357834,Giovanni Zelko,"['Ben Youcef', 'Candice Coke', 'Harry Lennix', 'Tara Holt', 'Josh Pence']"
215924,Claudia Sainte-Luce,"['Lisa Owen', 'Ximena Ayala', 'Sonia Franco', 'Wendy Guillén', 'Andrea Baeza']"
480,Mira Nair,"['Naseeruddin Shah', 'Lillete Dubey', 'Vijay Raaz', 'Tillotama Shome', 'Vasundhara Das']"
14295,Kenneth Lonergan,"['Laura Linney', 'Mark Ruffalo', 'Matthew Broderick', 'Jon Tenney', 'Rory Culkin']"
11219,Alfred Hitchcock,"['Edmund Gwenn', 'John Forsythe', 'Shirley MacLaine', 'Mildred Natwick', 'Mildred Dunnock']"
20770,Jamie Babbit,"['Natasha Lyonne', 'Brandt Wille', 'Bud Cort', 'Michelle Williams', 'RuPaul']"
176124,David Boyd,"['Scott Elrod', 'Dorian Brown', 'Charles Henry Wyson', 'James Devoti', 'Nicole Leigh']"
500,Quentin Tarantino,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi']"
60400,Walter Lang,"['Shirley Temple', 'Spring Byington', 'Nigel Bruce', 'Gale Sondergaard', 'Eddie Collins']"
429,Sergio Leone,"['Eli Wallach', 'Clint Eastwood', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli']"
310569,Anna Muylaert,"['Regina Casé', 'Michel Joelsas', 'Camila Márdila', 'Karine Teles', 'Lourenço Mutarelli']"
98369,Steve Taylor,"['Marshall Allman', 'Claire Holt', 'Tania Raymonde', 'Justin Welborn', 'Eric Lange']"
114065,,[]
89750,Léa Pool,"['Samantha King', 'Barbara Brenner', 'Barbara Ehrenreich', 'Nancy Brinker', 'Susan Love']"
49951,James David Pasternak,"['Jonathan Winters', 'Robin Williams', 'Sarah Silverman', 'Patricia Arquette']"
86331,Laurent Bouhnik,"['Déborah Révy', 'Hélène Zimmer', 'Gowan Didi', 'Johnny Amaro', 'Johan Libéreau']"
355629,Tom Sanchez,"['Juan Carlos Montoya', 'Rodrigo Viaggio', 'Irma Maury', 'Antonio Arrué', 'Viviana Andrade']"
16433,David Caffrey,"['Johnny Knoxville', 'Christina Applegate', 'Gabriel Macht', 'Marley Shelton', 'Robert Forster']"
15544,Adam Jay Epstein,"['Patrick J. Adams', 'Ryan Pinkston', 'Denise Boutte', 'Michael Cera', 'Frankie Muniz']"
43884,Michael Curtiz,"['Errol Flynn', 'Olivia de Havilland', 'Patric Knowles', 'Henry Stephenson', 'Nigel Bruce']"
107315,Justin Thomas Ostensen,"['Edward Furlong', 'Michael Berryman', 'Kristin Booth', 'Michael Eisner', 'Dee Hanna']"
137955,,[]
13064,Rob Bowman,"['Shane McDermott', 'Seth Green', 'Brittney Powell', 'Chris Conrad', 'Edie McClurg']"
59917,Ossie Davis,"['Godfrey Cambridge', 'Raymond St. Jacques', 'Calvin Lockhart', 'Judy Pace', 'Redd Foxx']"
157422,Jay Alaimo,"['Sienna Guillory', 'Gianni Capaldi', 'Enzo Cilenti', 'Michele Hicks', 'Sonja Kinski']"
310933,Dylan Bank,"['Robert Loggia', 'Charles Durning', 'Tony Todd', 'Dustin Diamond', 'Wilson Jermaine Heredia']"
7553,Rob McKittrick,"['Ryan Reynolds', 'Anna Faris', 'Justin Long', 'David Koechner', 'Luis Guzmán']"
12877,Shane Meadows,"['Paddy Considine', 'Gary Stretch', 'Toby Kebbell', 'Jo Hartley', ""Seamus O'Neill""]"
39895,Jeff Burr,"['Vincent Price', 'Clu Gulager', 'Terry Kiser', 'Rosalind Cash', 'Cameron Mitchell']"
102840,,[]
55616,Guy Maddin,"['Wei-Qiang Zhang', 'Tara Birtwhistle', 'David Moroni', 'CindyMarie Small', 'Johnny A. Wright']"
29697,Regardt van den Bergh,"['Frank Rautenbach', 'Jeanne Neilson', 'Hamilton Dlamini', 'Sean Cameron Michael', 'Rochelle Buchan']"
50037,Panos Cosmatos,"['Michael Rogers', 'Scott Hylands', 'Marilyn Norry', 'Eva Allan', 'Rondel Reynoldson']"
94329,Gareth Evans,"['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah', 'Yayan Ruhian', 'Ray Sahetapy']"
53502,Matthew R. Anderson,"['Luke Goss', 'Joshua Alba', 'Matthew R. Anderson', 'Laura Chinn', 'Cameron Goodman']"
202604,Joe Marino,['Joe Marino']
289,Michael Curtiz,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains', 'Conrad Veidt']"
27374,Joel Anderson,"['Talia Zucker', 'Rosie Traynor', 'David Pledger', 'Martin Sharpe', 'Steve Jodrell']"
26815,Shimit Amin,"['Ranbir Kapoor', 'Sumeet Darshan Dobhal', 'Gauhar Khan', 'Shazahn Padamsee', 'Prem Chopra']"
811,Douglas Trumbull,"['Bruce Dern', 'Cliff Potts', 'Ron Rifkin', 'Jesse Vint', 'Steven Brown']"
1366,John G. Avildsen,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith']"
244776,Mona Lerche,"['Christopher Abbott', 'Brady Corbet', 'Stephanie Ellis', 'Gitte Witt']"
5769,Tony Richardson,"['Albert Finney', 'Susannah York', 'Hugh Griffith', 'Edith Evans', 'Joan Greenwood']"
277685,Levan Gabriadze,"['Shelley Hennig', 'Moses Jacob Storm', 'Renee Olstead', 'William Peltz', 'Jacob Wysocki']"
103,Martin Scorsese,"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel', 'Jodie Foster', 'Peter Boyle']"
11298,Joe Dante,"['Patrick Macnee', 'Dennis Dugan', 'Christopher Stone', 'Belinda Balaski', 'Kevin McCarthy']"
646,Terence Young,"['Sean Connery', 'Ursula Andress', 'Joseph Wiseman', 'Jack Lord', 'Bernard Lee']"
93856,Bradley Parker,"['Jesse McCartney', 'Jonathan Sadowski', 'Olivia Taylor Dudley', 'Ingrid Bolsø Berdal', 'Alex Feldman']"
9003,Clive Barker,"['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence', 'Sean Chapman', 'Oliver Smith']"
347126,Harold Cronk,"['Hayley Orrantia', 'Melissa Joan Hart', 'Jesse Metcalfe', 'David A.R. White', 'Ray Wise']"
10092,Jeff Wadlow,"['Julian Morris', 'Lindy Booth', 'Jared Padalecki', 'Jon Bon Jovi', 'Sandra McCoy']"
10643,Takao Okawara,"['Takehiro Murata', 'Naomi Nishida', 'Mayu Suzuki', 'Hiroshi Abe', 'Shirô Sano']"
46705,Derek Cianfrance,"['Ryan Gosling', 'Michelle Williams', 'Mike Vogel', 'John Doman', 'Faith Wladyka']"
546,Duncan Tucker,"['Felicity Huffman', 'Kevin Zegers', 'Elizabeth Peña', 'Danny Burstein', 'Maurice Orozco']"
76487,William Brent Bell,"['Fernanda Andrade', 'Simon Quarterman', 'Evan Helmuth', 'Ionut Grama', 'Suzan Crowley']"
5722,Russ Meyer,"['Dolly Read', 'Cynthia Myers', 'Marcia McBroom', 'John Lazar', 'Michael Blodgett']"
39833,Robert D. Webb,"['Richard Egan', 'Debra Paget', 'Elvis Presley', 'Robert Middleton', 'William Campbell']"
1781,Davis Guggenheim,"['Al Gore', 'Billy West', 'Ronald Reagan', 'George W. Bush', 'George H. W. Bush']"
18712,Allan Dwan,"['John Wayne', 'John Agar', 'Adele Mara', 'Forrest Tucker', 'Wally Cassell']"
7944,Martin Scorsese,"['Mick Jagger', 'Keith Richards', 'Charlie Watts', 'Ronnie Wood', 'Christina Aguilera']"
171424,Eli Roth,"['Lorenza Izzo', 'Ariel Levy', 'Sky Ferreira', 'Nicolas Martinez', 'Kirby Bliss Blanton']"
361475,Andrew Steggall,"['Juliet Stevenson', 'Alex Lawther', 'Phénix Brossard', 'Finbar Lynch', 'Niamh Cusack']"
113947,Ben Lewin,"['John Hawkes', 'Helen Hunt', 'William H. Macy', 'Moon Bloodgood', 'Annika Marks']"
18570,Robert Kenner,"['Michael Pollan', 'Eric Schlosser', 'Richard Lobb', 'Vince Edwards', 'Carole Morison']"
83860,Andrew Erwin,"['Rachel Hendrix ', 'Jason Burkey', 'Robert Amaya ', 'John Schneider']"
41469,Brad Anderson,"['Hope Davis', 'Philip Seymour Hoffman', 'Holland Taylor', 'Alan Gelfant', 'Jason Lewis']"
244772,Craig Johnson,"['Kristen Wiig', 'Bill Hader', 'Luke Wilson', 'Ty Burrell', 'Boyd Holbrook']"
50837,Sean Durkin,"['Elizabeth Olsen', 'Hugh Dancy', 'John Hawkes', 'Sarah Paulson', 'Brady Corbet']"
248774,Gillian Robespierre,"['Jenny Slate', 'Jake Lacy', 'Gaby Hoffmann', 'Paul Briganti', 'Stephen Singer']"
10183,Courtney Hunt,"['Melissa Leo', 'Misty Upham', 'Charlie McDermott', 'John Canoe', 'Jay Klaitz']"
159014,Morgan Neville,"['Bette Midler', 'Mick Jagger', 'Sting', 'Sheryl Crow', 'Bruce Springsteen']"
32456,James Toback,"['Robert Downey Jr.', 'Natasha Gregson Wagner', 'Heather Graham', 'Angel David', 'Frederique van der Wal']"
49963,Nicole Holofcener,"['Catherine Keener', 'Anne Heche', 'Liev Schreiber', 'Randall Batinkoff', 'Amy Braverman']"
13508,Chris Paine,"['Martin Sheen', 'Mel Gibson', 'Tom Hanks']"
22597,Greg Berlanti,"['Ben Weber', 'Timothy Olyphant', 'Matt McGrath', 'Zach Braff', 'Dean Cain']"
9707,Don Coscarelli,"['Bruce Campbell', 'Ossie Davis', 'Ella Joyce', 'Heidi Marnhout', 'Bob Ivy']"
37532,Marc Levin,"['Saul Williams', 'Sonja Sohn', 'Bonz Malone', 'Beau Sia']"
26791,Richard Dutcher,"['Richard Dutcher', 'Matthew A. Brown', 'Wilford Brimley']"
56666,Khalid Mohammed,"['Hrithik Roshan', 'Karisma Kapoor', 'Jaya Bachchan', 'Neha', 'Bikram Saluja']"
8675,Trey Parker,"['Trey Parker', 'Dian Bachar', 'Matt Stone', 'Ron Jeremy', 'Michael Dean Jacobs']"
13132,David Gordon Green,"['Paul Schneider', 'Zooey Deschanel', 'Danny McBride', 'Maurice Compte', 'Heather McComb']"
47686,,"['David Arquette', 'Brad Hunt', 'Kathryn Erbe', 'Patrick McGaw', 'Cathy Moriarty']"
46989,Karen Moncrieff,"['Margaret Colin', 'Agnes Bruckner', 'David Strathairn', 'Frances Fisher', 'A.J. Buckley']"
192132,Gia Coppola,"['Emma Roberts', 'Jack Kilmer', 'Nat Wolff', 'James Franco', 'Zoe Levin']"
24424,Scandar Copti,"['Fouad Habash', 'Nisrine Rihan', 'Elias Saba', 'Youssef Sahwani', 'Abu George Shibli']"
13198,Goran Dukic,"['Patrick Fugit', 'Shannyn Sossamon', 'Shea Whigham', 'Leslie Bibb', 'Will Arnett']"
244267,Mike Cahill,"['Michael Pitt', 'Brit Marling', 'Astrid Bergès-Frisbey', 'Steven Yeun', 'Archie Panjabi']"
21413,Kyle Rankin,"['Shia LaBeouf', 'Elden Henson', 'Amy Smart', 'Billy Kay', 'Kathleen Quinlan']"
123678,Joshua Oppenheimer,"['Anwar Congo', 'Herman Koto', 'Syamsul Arifin', 'Ibrahim Sinik', 'Yapto Soerjosoemarno']"
13362,Alex Gibney,"['Brian Keith Allen', 'Moazzam Begg', 'Christopher Beiring', 'Alex Gibney']"
39183,Paul Crowder,"['Pelé', 'Franz Beckenbauer', 'Carlos Alberto', 'Raphael de la Sierra', 'Phil Woosnam']"
62402,Rohit Jagessar,"['Aasheekaa Bathija', 'Thomas Garvey', 'Kumar Gaurav', 'Rufus Graham', 'Asim Mujahid']"
206412,Griffin Dunne,"['Laura Kirk', 'Nat DeWolf', 'Griffin Dunne', 'Daniel London', 'Sandra Bullock']"
201132,Anthony Powell,"['Genevieve Bachman', 'William Brotman', 'Michael Christiansen', 'Tom Hamann', 'George Lampman']"
251471,Kief Davidson,"['Jason Bateman', 'Matthias Klie']"
112456,Johnny Remo,"['Randy Wayne', 'John Schneider', 'Rosanna Arquette', 'Sean Michael Afable', 'Jason Dundas']"
20296,Vivek Agnihotri,"['Anil Kapoor', 'Sunil Shetty', 'Arshad Warsi', 'Emraan Hashmi', 'Irrfan Khan']"
25983,Ti West,"['Jocelin Donahue', 'Mary Woronov', 'Greta Gerwig', 'AJ Bowen', 'Heather Robb']"
66195,Nick Tomnay,"['David Hyde Pierce', 'Clayne Crawford', 'Nathaniel Parker', 'Helen Reddy']"
16155,John Hamburg,"['Sam Rockwell', 'Steve Zahn', 'Paul Giamatti', 'Mark Ruffalo', 'Josh Pais']"
46727,Nickolas Perry,"['Jesse Bradford', 'Jordan Brower', 'Jonathan Taylor Thomas', 'Daryl Hannah', 'Tiffani Thiessen']"
55180,Dan Zukovic,"['Dan Zukovic', 'Mark Ruffalo', 'Sibel Ergener', 'James Lorinz', 'Yul Vazquez']"
29015,Craig Mazin,"['Jordan Ladd', 'Rob Lowe', 'Jamie Kennedy', 'Thomas Haden Church', 'James Gunn']"
91122,Becky Smith,"['Hallee Hirsh', 'Theresa Russell', 'Shiloh Fernandez', 'Will Rothhaar']"
18206,Eric Nicholas,"['Colin Hanks', 'Ana Claudia Talancón', 'Jordana Spiro', 'Jonathon Trent', 'Alex Boling']"
320146,Benjamin Dickinson,"['Benjamin Dickinson', 'Nora Zehetner', 'Dan Gill', 'Alexia Rasmussen', 'Gavin McInnes']"
13856,Hal Haberman,"['Michael Rapaport', 'Josh Peck', 'Robert Baker', 'Jack Kehler', 'Alexandra Holden']"
219716,Darren Stein,"['Park Overall', 'Veronica Cartwright', 'Freddie Prinze Jr.', 'Don Harvey', 'Jamie Kennedy']"
43630,,[]
56491,Brian Trenchard-Smith,"['Mariel Hemingway', 'David Keith', 'David Millbern', 'Jill Bennett', 'Sydney Jackson']"
99826,Frank Whaley,"['Frank Whaley', 'Carla Gugino', 'Ethan Hawke', 'Lynn Cohen', 'Jillian Stacom']"
186935,Amat Escalante,"['Armando Espitia', 'Andrea Vergara', 'Linda Gonzalez', 'Juan Eduardo Palacios', 'Kenny Johnston']"
357441,,"['Shehzad Sheikh', 'Ayesha Omar', 'Yasir Hussain', 'Javed Sheikh']"
19344,Katherine Brooks,"['Erin Kelly', 'Diane Gaidry', 'Laura Breckenridge', 'Michelle Horn', 'Gustine Fudickar']"
242083,David Cross,"['Meredith Hagner', 'Matt Walsh', 'James Adomian', 'Jake Cherry', 'Derek Waters']"
18869,Randall Rubin,"['Edward Furlong', 'Rachael Bella', 'William Sadler']"
26673,Robert Bennett,"['Randy Wayne', ""Caroline D'Amore"", 'Jareb Dauplaise', 'Lauren C. Mayhew', 'Dan Levy']"
41830,Guy Hamilton,"['Oliver Reed', 'Clifford David', 'Ann Lynn', 'Louise Sorel', 'Mike Pratt']"
37694,Mary Pat Kelly,"['Vernel Bagneris', 'Marcus Chait', 'Michael Ciesla']"
63287,Lori Petty,"['Jennifer Lawrence', 'Selma Blair', 'Bokeem Woodbine', 'Chloë Grace Moretz', 'Sophia Bairley']"
335874,Charlie Levi,"['Barbara Hershey', 'Joe Mantegna', 'Diane Venora', 'James Naughton', 'Natalie Dreyfuss']"
34592,Kevin Hamedani,"['Janette Armand', 'Doug Fahl', 'Cooper Hopkins', 'Bill Johns', 'Russell Hodgkinson']"
92635,David DeCoteau,"['Shanley Caswell', 'Maureen McCormick', 'Eric Roberts', 'Tim Abell', 'R.J. Cantu']"
258755,Mikel Rueda,"['Germán Alcarazu', 'Adil Koukouh', 'Ana Wagener', 'Alex Angulo']"
96534,Stefan C. Schaefer,"['Ken Duken', 'Nicole Beharie', 'Reg E. Cathey', 'Marlene Forte', 'Laith Nakli']"
21283,Michael Taliferro,"['Wesley Jonathan', 'Chrystee Pharris', 'Anthony Anderson']"
272724,David DeCoteau,"['Tom Berenger', 'Ashley Hayes', 'Eric Roberts', 'Bart Voitila', 'Oliver Rayon']"
84178,Katie Aselton,"['Kate Bosworth', 'Lake Bell', 'Jay Paulson', 'Katie Aselton', 'Will Bouvier']"
101179,Robert Heath,"['Liam Boyle', 'Jack Gordon', 'Florence Hall', 'David Oakes', 'Jennie Jacques']"
52462,D. Stevens,"['Pierre Dulat', 'Andrea Edmondson', 'Summer Nguyen', 'Lydia McLane', 'Steven Wollenberg']"
269057,Jeffrey St. Jules,"['Jane Levy', 'Peter Stormare', 'Justin Chatwin', 'David Reale', 'Kristian Bruun']"
287524,Robert Hall,"['Thomas Dekker', 'Robert Englund', 'Cleopatra Coleman', 'Fiona Dourif', 'Kevin Gage']"
206213,Kevin King,"['Martin Copping', 'Danny Trejo', 'Clare Niederpruem', 'Terry Guthrie', 'Jason Regier']"
248402,Jonathan Meyers,"['Luke Perry', 'Anna Claire Sneed', 'Leonor Varela']"
29146,Ralph Nelson,"['Cliff Robertson', 'Claire Bloom', 'Lilia Skala', 'Leon Janney', 'Ruth White']"
207769,Blair Erickson,"['Ted Levine', 'Katia Winter', 'Michael McMillian', 'Monique Candelaria', 'Jenny Gabrielle']"
271185,Allison Burnett,"['Britt Robertson', 'Christian Slater', 'Justin Long', 'Martin Sheen', 'Andy Buckley']"
29731,Richard Schenkman,"['Kevin Daniels', 'Michael Boatman', 'Jeremy Gumbs', 'Eartha Kitt', 'Vanessa Williams']"
292539,Sanjay Rawal,[]
654,Elia Kazan,"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger', 'Pat Henning']"
91070,Kat Coiro,"['Krysten Ritter', 'Kate Bosworth', 'Rachel Bilson', 'Geoff Stults', 'Justin Kirk']"
2009,Cristian Mungiu,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu']"
323270,Joseph Graham,"['Nick Frangione', 'Artem Mishin', 'Jan Cornet', 'Brian Dorton', 'Javier Botet']"
2652,David Slade,"['Patrick Wilson', 'Ellen Page', 'Sandra Oh', 'Odessa Rae', 'G.J. Echternkamp']"
9813,Jamie Babbit,"['Elisha Cuthbert', 'Camilla Belle', 'Edie Falco', 'Martin Donovan', 'Shawn Ashmore']"
60421,Maryam Keshavarz,"['Nikohl Boosheri', 'Sarah Kazemy', 'Reza Sixo Safai', 'Soheil Parsa', 'Nasrin Pakkho']"
157354,Ryan Coogler,"['Michael B. Jordan', 'Octavia Spencer', 'Melonie Diaz', ""Ahna O'Reilly"", 'Kevin Durand']"
127867,Ramaa Mosley,"['Juno Temple', 'Michael Angarano', 'Alexis Bledel', 'Billy Magnussen', 'Alia Shawkat']"
3170,David Hand,"['Donnie Dunagan', 'Peter Behn', 'Stan Alexander', 'Cammie King', 'Will Wright']"
14014,Charles Herman-Wurmfeld,"['Adam Carolla', 'Oswaldo Castillo', 'Harold House Moore', 'Christopher Darga', 'Jonathan Hernandez']"
15708,C. Jay Cox,"['Steve Sandvoss', 'Wes Ramsey', 'Jacqueline Bisset', 'Joseph Gordon-Levitt', 'Rebekah Johnson']"
146882,Mariette Monpierre,"['Stana Roumillac', 'Vincent Byrd Le Sage', 'Christophe Cherki']"
215918,Tommy Oliver,"['Bokeem Woodbine', 'Sharon Leal', 'Wayne Brady', 'Quinton Aaron', 'Hill Harper']"
84200,Jamie Travis,"['Ari Graynor', 'Lauren Miller', 'Mark Webber', 'Justin Long', 'Mimi Rogers']"
84184,Lee Toland Krieger,"['Rashida Jones', 'Andy Samberg', 'Elijah Wood', 'Emma Roberts', 'Ari Graynor']"
45767,Rich Christiano,"['D. David Morin', 'Gavin MacLeod', 'Hal Linden', ""Jennifer O'Neill"", 'Paul Rodríguez']"
14823,Paul Andrew Williams,"['Georgia Groome', 'Johnny Harris', 'Sam Spruell', 'Lorraine Stanley', 'Alexander Morton']"
367551,Nick Love,"['Stephen Dorff', 'Eddie Griffin', 'Bill Billions', 'Jonathan Billions']"
343409,Natalie Bible',"['Samaire Armstrong', 'Anna Gurji', 'Matt Cohen', 'Kyan DuBois']"
60243,Asghar Farhadi,"['Leila Hatami', 'Kimia Hosseini', 'Merila Zarei', 'پیمان معادی', 'Sareh Bayat']"
57294,Justin Molotnikov,"['Stephen McCole', 'Malcolm Shields', 'Andrew Neil', 'Jo Hartley']"
11446,Todd Solondz,"['Heather Matarazzo', 'Victoria Davis', 'Christina Brucato', 'Christina Vidal', 'Siri Howard']"
47889,Victor Nunez,"['Ashley Judd', 'Todd Field', 'Bentley Mitchum', 'Dorothy Lyman', 'Allison Dean']"
25461,Peter Sollett,"['Victor Rasuk', 'Judy Marte', 'Melonie Diaz', 'Altagracia Guzman', 'Silvestre Rasuk']"
905,G.W. Pabst,"['Louise Brooks', 'Fritz Kortner', 'Francis Lederer', 'Carl Goetz', 'Krafft-Raschig']"
279759,,[]
78705,Jorge Gaggero,"['Norma Aleandro', 'Norma Argentina ', 'Marcos Mundstock', 'Claudia Lapacó', 'Elsa Berenguer']"
25212,Rod Lurie,"['Kevin Pollak', 'Timothy Hutton', 'Sheryl Lee Ralph', 'Clotilde Courau', 'Sean Astin']"
26899,Michael Burke,"['Emile Hirsch', 'Tom Guiry', 'Richard Jenkins', 'Pablo Schreiber', 'Zachary Knighton']"
146269,Catherine Jelski,"['Devon Gummersall', 'Arly Jover', 'Eion Bailey', 'Leslie Bibb', 'Dale Godboldo']"
292483,Shane Dawson,"['Shane Dawson', 'Cherami Leigh', 'Drew Monson', 'Michelle Veintimilla', 'Lisa Schwartz']"
14451,Tommy Wirkola,"['Charlotte Frogner', 'Stig Frode Henriksen', 'Vegar Hoel', 'Jeppe Beck Laursen', 'Evy Kasseth Røsten']"
10105,Ryan Little,"['Larry Bagby', 'Alexander Polinsky', 'Kirby Heyborne', 'Corbin Allred', 'Ethan Vincent']"
211557,Clark Baker,"['Brandon Bales', 'Brandy Maasch', 'Julie Mintz', 'Walter Phelan', 'Taylor Pigeon']"
838,George Lucas,"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat', 'Charles Martin Smith', 'Cindy Williams']"
40862,Robert Greenwald,['Shereef Akeel']
13158,Dave Willis,"['Dana Snyder', 'Carey Means', 'Dave Willis', 'Andy Merrill', 'Bruce Campbell']"
84332,Colin Trevorrow,"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson', 'Karan Soni', 'Jenica Bergere']"
74510,Tim Story,"['Kevin Hart', ""Na'im Lynn""]"
74725,Ben Wheatley,"['Neil Maskell', 'MyAnna Buring', 'Harry Simpson', 'Michael Smiley', 'Struan Rodger']"
58428,Ti West,"['Sara Paxton', 'Pat Healy', 'Kelly McGillis', 'George Riddle', 'Lena Dunham']"
8416,Bernardo Bertolucci,"['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin', 'Dominique Sanda', 'Enzo Tarascio']"
36584,Neil Burger,"['Dylan Haggerty', 'Renee Faia', 'Dennis Lau', 'Raymond J. Barry', 'Kelsey Kemper']"
13429,Olly Blackburn,"['Nichola Burley', 'Sian Breckin', 'Jaime Winstone', 'Robert Boulter', 'Tom Burke']"
9022,Jonathan Levine,"['Amber Heard', 'Anson Mount', 'Michael Welch', 'Whitney Able', 'Edwin Hodge']"
22530,Christopher Hutson,"['Sarah Farooqui', 'Chris Ivan Cevic', 'Alex Petrovitch', 'Michele Morrow', 'Ivan L. Moody']"
288,Fred Zinnemann,"['Gary Cooper', 'Grace Kelly', 'Thomas Mitchell', 'Lloyd Bridges', 'Katy Jurado']"
14275,Steve James,"['William Gates', 'Arthur Agee', 'Steve James']"
2287,David LaChapelle,"['Christopher Toler', 'Tommy the Clown', 'Miss Prissy', 'Dragon', 'Ceasare Willis']"
18734,Michael Cuesta,"['Paul Dano', 'Bruce Altman', 'Brian Cox', 'Billy Kay', 'James Costa']"
206197,Caryn Waechter,"['Kara Hayward', 'Georgie Henley', 'Olivia DeJonge', 'Laura Fraser', 'Kal Penn']"
26837,Emily Dell,"[""Julie 'Jules' Urich"", 'Missy Yager', 'Wesley Jonathan', 'Drew Sidora', 'Aimee Garcia']"
7859,Ryan Fleck,"['Ryan Gosling', 'Jeff Lima', 'Shareeka Epps', 'Nathan Corbett', 'Tyra Kwao-Vovo']"
302579,Valerie Red-Horse,"['Valerie Red-Horse', 'Yvonne Russo', 'Irene Bedard', 'Kimberly Guerrero', 'Pato Hoffmann']"
51955,Christopher Scott Cherot,"['Christopher Scott Cherot', 'Chenoa Maxwell', 'Tammi Katherine Jones', 'Robinne Lee', 'Reginald James']"
376004,H.M. Coakley,"['Sean Faris', 'Danielle Savre', 'Mehcad Brooks', 'Stephanie Charles', 'Steffinnie Phrommany']"
158752,Randy Moore,"['Roy Abramsohn', 'Elena Schuber', 'Katelynn Rodriguez', 'Danielle Safady', 'Alison Lees-Taylor']"
40658,Chris Atkins,"['Ellis Cashmore', 'Max Clifford', 'Richard Curtis', ""Josef d'Bache-Kane"", 'Nick Davies']"
296943,Bill Benenson,[]
118612,Ryan Smith,"['Steven Strait', 'Karolina Wydra', 'Sandra Ellis Lafferty', 'Ric Reitz', 'Jackson Walker']"
138976,Travis Romero,"['Matthew Ziff', 'Michael Biehn', 'Sarah Butler', 'Caitlin Keats']"
323967,Anna Mastro,"['Andrew J. West', 'Justin Kirk', 'Virginia Madsen', 'William H. Macy', 'Milo Ventimiglia']"
3080,Mark Sandrich,"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton', 'Helen Broderick', 'Erik Rhodes']"
2667,Daniel Myrick,"['Michael C. Williams', 'Heather Donahue', 'Joshua Leonard', 'Bob Griffith', 'Jim King']"
9459,Michael Wadleigh,"['Joe Cocker', 'Richie Havens', 'Joan Baez', 'Arlo Guthrie', 'Ten Years After']"
11598,John Landis,"['Evan C. Kim', 'Bong Soo Han', 'Marilyn Joi', 'Saul Kahan', 'Marcy Goldman']"
26916,Jon Gunn,"['Eric Roberts', 'David A.R. White', 'Cynthia Watros', 'Lawrence Taylor', 'Stacy Keach']"
181940,Gene Teigland,"['Erik Allen', 'Randy Baranczyk', 'Chris Carlson', 'Ben Coler', 'Nancy Crocker']"
125263,Scott Ziehl,"['Todd Field', 'Jason London', 'Roxana Zal', 'Susan Traylor', 'James Hong']"
263503,Richard Montoya,"['Enrique Murciano', 'Nicholas Gonzalez', 'Clancy Brown', 'Yvette Yates', 'Rafael Agustin']"
324322,Johanna Schwartz,"['Aliou Touré', 'Oumar Touré', 'Garba Touré', 'Nathanael Dembélé', 'Khaira Arby']"
331493,,[]
375950,Thomas Lilti,"['François Cluzet', 'Marianne Denicourt', 'Isabelle Sadoyan', 'Félix Moati', 'Christophe Odent']"
278348,Michael Walker,"['Paula Garcés', 'Annabella Sciorra', 'Bill Camp', 'Philip Ettinger', 'Julio C. Peña']"
704,Richard Lester,"['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr', 'Wilfrid Brambell']"
70875,U. Roberto Romano,[]
75986,Amy Holden Jones,"['Jamie Lee Curtis', 'Bonnie Bartlett', 'Matt Clark', 'James Keach', 'Amy Madigan']"
385636,Blaž Završnik,"['Dario Nožić Serini', 'Jan Gerl Korenc', 'Špela Colja', 'Katja Škofić', 'Ana Dolinar']"
14438,Alex Kendrick,"['Kirk Cameron', 'Erin Bethea', 'Ken Bevel', 'Stephen Dervan', 'Eric Young']"
211086,Pan Nalin,"['Bhole Baba', 'Hatha Yogi Baba', 'Pant Shirt Baba', 'Baby Bajrangi', 'Shriman Umeshanad Brahmachari']"
